name,percent,loc,floc,local,app,lmemp,input
triangle-counting_10,95.0,-1,5,False,triangle-counting,10,native
triangle-counting_100,95.0,-1,0,False,triangle-counting,100,native
triangle-counting_15,95.0,-1,4,False,triangle-counting,15,native
triangle-counting_20,95.0,-1,3,False,triangle-counting,20,native
triangle-counting_25,95.0,-1,3,False,triangle-counting,25,native
triangle-counting_30,95.0,-1,3,False,triangle-counting,30,native
triangle-counting_35,95.0,-1,2,False,triangle-counting,35,native
triangle-counting_40,95.0,-1,2,False,triangle-counting,40,native
triangle-counting_45,95.0,-1,2,False,triangle-counting,45,native
triangle-counting_5,95.0,-1,5,False,triangle-counting,5,native
triangle-counting_50,95.0,-1,2,False,triangle-counting,50,native
triangle-counting_55,95.0,-1,2,False,triangle-counting,55,native
triangle-counting_60,95.0,-1,2,False,triangle-counting,60,native
triangle-counting_65,95.0,-1,2,False,triangle-counting,65,native
triangle-counting_70,95.0,-1,2,False,triangle-counting,70,native
triangle-counting_75,95.0,-1,2,False,triangle-counting,75,native
triangle-counting_80,95.0,-1,2,False,triangle-counting,80,native
triangle-counting_85,95.0,-1,2,False,triangle-counting,85,native
triangle-counting_90,95.0,-1,2,False,triangle-counting,90,native
triangle-counting_95,95.0,-1,3,False,triangle-counting,95,native
